quote,author,tags
"the greatness of a man is not in how much wealth he acquires, but in his integrity and his ability to affect those around him positively.",Bob Marley,[]
"from childhood's hour i have not been. as others were, i have not seen. as others saw, i could not awaken. my heart to joy at the same tone. and all i loved, i loved alone.",Edgar Allan Poe,[]
there are two means of refuge from the misery of life â€” music and cats.,Albert Schweitzer,[]
"it gives me strength to have somebody to fight for; i can never fight for myself, but, for others, i can kill.","Emilie Autumn,",[]
"when one tugs at a single thing in nature, he finds it attached to the rest of the world.",John Muir,[]
"ginny!"" said mr. weasley, flabbergasted. ""haven't i taught you anything? what have i always told you? never trust anything that can think for itself if you can't see where it keeps its brain?","J.K. Rowling,",[]
"the love of learning, the sequestered nooks,and all the sweet serenity of books",Henry Wadsworth Longfellow,[]
"i am always saying ""glad to've met you"" to somebody i'm not at all glad i met. if you want to stay alive, you have to say that stuff, though.","J.D. Salinger,",[]
"children have never been very good at listening to their elders, but they have never failed to imitate them.",James Baldwin,[]
you can make anything by writing.,C.S. Lewis,[]
"there are only the pursued, the pursuing, the busy and the tired.","F. Scott Fitzgerald,",[]
you are not entitled to your opinion. you are entitled to your informed opinion. no one is entitled to be ignorant.,Harlan Ellison,[]
"trust your heart if the seas catch fire, live by love though the stars walk backward.",E.E. Cummings,[]
"friendship- my definition- is built on two things. respect and trust. both elements have to be there. and it has to be mutual. you can have respect for someone, but if you don't have trust, the friendship will crumble.","Stieg Larsson,",[]
"when everything goes to hell, the people who stand by you without flinching -- they are your family.",Jim Butcher,[]
black holes are where god divided by zero.,Albert Einstein,[]
"life is not a matter of holding good cards, but of playing a poor hand well.",Robert Louis Stevenson,[]
"jace shook his blond head in exasperation. ""you had to make a crazy jail friend, didn't you? you couldn't just count ceiling tiles or tame a pet mouse like normal prisoners do?","Cassandra Clare,",[]
if iâ€™m honest i have to tell you i still read fairy-tales and i like them best of all.,Audrey Hepburn,[]
"if you have a sister and she dies, do you stop saying you have one? or are you always a sister, even when the other half of the equation is gone?","Jodi Picoult,",[]
"reading is the sole means by which we slip, involuntarily, often helplessly, into another's skin, another's voice, another's soul.",Joyce Carol Oates,[]
being a writer is a very peculiar sort of a job: it's always you versus a blank sheet of paper (or a blank screen) and quite often the blank piece of paper wins.,Neil Gaiman,[]
"behind every beautiful thing, there's some kind of pain.",Bob Dylan,[]
"what happened down in the dungeons between you and professor quirrell is a complete secret, so, naturally the whole school knows.","J. K. Rowling,",[]
"writing is like sex. first you do it for love, then you do it for your friends, and then you do it for money.",Virginia Woolf,[]
"my name is celaena sardothien. but it makes no difference if my name's celaena or lillian or bitch, because i'd still beat you, no matter what you call me.","Sarah J. Maas,",[]
"when i saw you i fell in love, and you smiled because you knew.",Arrigo Boito,[]
books have to be heavy because the whole world's inside them.,"Cornelia Funke,",[]
"please believe that things are good with me, and even when they're not, they will be soon enough. and i will always believe the same about you.","Stephen Chbosky,",[]
a woman's heart should be so hidden in god that a man has to seek him just to find her.,Maya Angelou,[]
"some people have a way with words, and other people...oh, uh, not have way.",Steve Martin,[]
"it ain't what they call you, it's what you answer to.",W.C. Fields,[]
it's hard to enjoy practical jokes when your whole life feels like one.,"Rick Riordan,",[]
"i've lived through some terrible things in my life, some of which actually happened.",Mark Twain,[]
"the real voyage of discovery consists not in seeking new landscapes, but in having new eyes.",Marcel Proust,[]
the best way to find yourself is to lose yourself in the service of others.,Mahatma Gandhi,[]
"stop comparing yourself to other people, just choose to be happy and live your own life.","Roy T. Bennett,",[]
"i fell in love with her when we were together, then fell deeper in love with her in the years we were apart.","Nicholas Sparks,",[]
the only thing better than imagining dimitri carrying me in his arms was imagining him shirtless while carrying me in his arms.,"Richelle Mead,",[]
you're a painter. you're a baker. you like to sleep with the windows open. you never take sugar in your tea. and you always double-knot your shoelaces.,"Suzanne Collins,",[]
there is a crack in everything.that's how the light gets in.,"Leonard Cohen,",[]
"stories can conquer fear, you know. they can make the heart bigger.",Ben Okri,[]
"forbidden to remember, terrified to forget; it was a hard line to walk.","Stephenie Meyer,",[]
"as a woman i have no country. as a woman i want no country. as a woman, my country is the whole world.",Virginia Woolf,[]
the emotion that can break your heart is sometimes the very one that heals it...,"Nicholas Sparks,",[]
"anyone can hide. facing up to things, working through them, that's what makes you strong.",Sarah Dessen,[]
"don't give in to your fears. if you do, you won't be able to talk to your heart.","Paulo Coelho,",[]
"never be bullied into silence. never allow yourself to be made a victim. accept no one's definition of your life, but define yourself.",Harvey Fierstein,[]
you are not rich until you have a rich heart.,"Roy T. Bennett,",[]
i don't like people who have never fallen or stumbled. their virtue is lifeless and it isn't of much value. life hasn't revealed its beauty to them.,Boris Pasternak,[]
you never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.,Roy T. Bennett,[]
"memories, even your most precious ones, fade surprisingly quickly. but i donâ€™t go along with that. the memories i value most, i donâ€™t ever see them fading.","Kazuo Ishiguro,",[]
"when we don't know who to hate, we hate ourselves.","Chuck Palahniuk,",[]
"when the first baby laughed for the first time, its laugh broke into a thousand pieces, and they all went skipping about, and that was the beginning of fairies.","J.M. Barrie,",[]
"the more one judges, the less one loves.","HonorÃ© de Balzac,",[]
better a cruel truth than a comfortable delusion.,Edward Abbey,[]
"i must be a mermaid, rango. i have no fear of depths and a great fear of shallow living.",Anais Nin,[]
"selfishness is not living as one wishes to live, it is asking others to live as one wishes to live.",Oscar Wilde,[]
"do not let the memories of your past limit the potential of your future. there are no limits to what you can achieve on your journey through life, except in your mind.","Roy T. Bennett,",[]
a smile is a curve that sets everything straight.,Phyllis Diller,[]
"remember me and smile, for it's better to forget than to remember me and cry.",Dr. Seuss,[]
one person's craziness is another person's reality.,Tim Burton,[]
"you are not special. you're not a beautiful and unique snowflake. you're the same decaying organic matter as everything else. we're all part of the same compost heap. we're all singing, all dancing crap of the world.","Chuck Palahniuk,",[]
"i kept always two books in my pocket, one to read, one to write in.","Robert Louis Stevenson,",[]
"that's the thing about depression: a human being can survive almost anything, as long as she sees the end in sight. but depression is so insidious, and it compounds daily, that it's impossible to ever see the end.","Elizabeth Wurtzel,",[]
"if i had my life to live over again, i would have made a rule to read some poetry and listen to some music at least once every week.","Charles Darwin,",[]
"may it be a light to you in dark places, when all other lights go out.","J.R.R. Tolkien,",[]
"they always say time changes things, but you actually have to change them yourself.","Andy Warhol,",[]
what she had realized was that love was that moment when your heart was about to burst.,"Stieg Larsson,",[]
anxiety is the dizziness of freedom.,"SÃ¸ren Kierkegaard ,",[]
"things need not have happened to be true. tales and dreams are the shadow-truths that will endure when mere facts are dust and ashes, and forgot.","Neil Gaiman,",[]
to choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation.,"Yann Martel,",[]
"if you have good friends, no matter how much life is sucking , they can make you laugh.",P.C. Cast  Kristin Cast,[]
in the endthese things matter most:how well did you love?how fully did you live?how deeply did you let go?,"Jack Kornfield,",[]
"the ultimate measure of a man is not where he stands in moments of comfort and convenience, but where he stands at times of challenge and controversy.",Martin Luther King Jr.,[]
do not think that love in order to be genuine has to be extraordinary. what we need is to love without getting tired. be faithful in small things because it is in them that your strength lies.,Mother Teresa,[]
"i always arrive late at the office, but i make up for it by leaving early.",Charles Lamb,[]
"it doesn't matter. i have books, new books, and i can bear anything as long as there are books.","Jo Walton,",[]
if you're too open-minded; your brains will fall out.,Lawrence Ferlinghetti,[]
"kind words can be short and easy to speak, but their echoes are truly endless.",Mother Teresa,[]
"why do people say ""grow some balls""? balls are weak and sensitive. if you wanna be tough, grow a vagina. those things can take a pounding.",Sheng Wang,[]
"i hope you're pleased with yourselves. we could all have been killed - or worse, expelled. now if you don't mind, i'm going to bed.","J.K. Rowling,",[]
my rapier wit hides my inner pain.,Cassandra Clare,[]
"i say let the world go to hell, but i should always have my tea.","Fyodor Dostoevsky,",[]
better to die fighting for freedom then be a prisoner all the days of your life.,Bob Marley,[]
i'd rather die my way than live yours.,"Lauren Oliver,",[]
try to be a rainbow in someone's cloud.,"Maya Angelou,",[]
"where words leave off, music begins.",Heinrich Heine,[]
morning is wonderful. its only drawback is that it comes at such an inconvenient time of day.,"Glen Cook,",[]
"i could die for you. but i couldn't, and wouldn't, live for you.","Ayn Rand,",[]
"i am lonely, yet not everybody will do. i don't know why, some people fill the gaps and others emphasize my loneliness. in reality those who satisfy me are those who simply allow me to live with my ''idea of them.",Anais Nin,[]
"headline?"" he asked.""'swing set needs home,'"" i said.""'desperately lonely swing set needs loving home,'"" he said.""'lonely, vaguely pedophilic swing set seeks the butts of children,'"" i said.","John Green,",[]
the only thing necessary for the triumph of evil is for good men to do nothing.,Edmund Burke,[]
"if you have enough book space, i don't want to talk to you.",Terry Pratchett,[]
"holding eleanor's hand was like holding a butterfly. or a heartbeat. like holding something complete, and completely alive.","Rainbow Rowell,",[]
education: the path from cocky ignorance to miserable uncertainty.,Mark Twain,[]
the truth will set you free. but not until it is finished with you.,"David Foster Wallace,",[]
"the only real prison is fear, and the only real freedom is freedom from fear",Aung San Suu Kyi,[]
it's the job that's never started as takes longest to finish.,"J.R.R. Tolkien,",[]
"i am not proud, but i am happy; and happiness blinds, i think, more than pride.","Alexandre Dumas,",[]
"i donâ€™t trust anybody. not anybody. and the more that i care about someone, the more sure i am theyâ€™re going to get tired of me and take off.","Rainbow Rowell,",[]
"i can only note that the past is beautiful because one never realises an emotion at the time. it expands later, and thus we don't have complete emotions about the present, only about the past.",Virginia Woolf,[]
learn from the mistakes of others. you can never live long enough to make them all yourself.,Groucho Marx,[]
"great heroes need great sorrows and burdens, or half their greatness goes unnoticed. it is all part of the fairy tale.","Peter S. Beagle,",[]
there's nowhere you can be that isn't where you're meant to be...,John Lennon,[]
everything must be made as simple as possible. but not simpler.,Albert Einstein,[]
i guess thatâ€™s just part of loving people: you have to give things up. sometimes you even have to give them up.,"Lauren Oliver,",[]
"they say i'm old-fashioned, and live in the past, but sometimes i think progress progresses too fast!",Dr. Seuss,[]
words dazzle and deceive because they are mimed by the face. but black words on a white page are the soul laid bare.,Guy de Maupassant,[]
"sorrow is how we learn to love. your heart isn't breaking. it hurts because it's getting larger. the larger it gets, the more love it holds.","Rita Mae Brown,",[]
the most effective way to destroy people is to deny and obliterate their own understanding of their history.,George Orwell,[]
you do have a story inside you; it lies articulate and waiting to be written â€” behind your silence and your suffering.,Anne Rice,[]
"freeing yourself was one thing, claiming ownership of that freed self was another.","Toni Morrison,",[]
"between two evils, i always pick the one i never tried before.",Mae West,[]
"when the snows fall and the white winds blow, the lone wolf dies but the pack survives.","George R.R. Martin,",[]
"an unbreakable vow?"" said ron, looking stunned. ""nah, he canâ€™t have.... are you sure?""""yes iâ€™m sure,"" said harry. ""why, what does it mean?""""well, you canâ€™t break an unbreakable vow...""""iâ€™d worked that much out for myself, funnily enough.","J.K. Rowling,",[]
curiouser and curiouser!,"Lewis Carroll,",[]
your silence will not protect you.,"Audre Lorde,",[]
"the past is always tense, the future perfect.",Zadie Smith,[]
"it is a far, far better thing that i do, than i have ever done; it is a far, far better rest that i go to than i have ever known.","Charles Dickens,",[]
"heaven knows we need never be ashamed of our tears, for they are rain upon the blinding dust of earth, overlying our hard hearts. i was better after i had cried, than before--more sorry, more aware of my own ingratitude, more gentle.","Charles Dickens,",[]
"i learned that courage was not the absence of fear, but the triumph over it. the brave man is not he who does not feel afraid, but he who conquers that fear.",Nelson Mandela,[]
"atticus, he was real nice.""""most people are, scout, when you finally see them.","Harper Lee,",[]
"patience, grasshopper,"" said maia. ""good things come to those who wait.""""i always thought that was 'good things come to those who do the wave,'"" said simon. ""no wonder i've been so confused all my life.","Cassandra Clare,",[]
"the very first moment i beheld him, my heart was irrevocably gone.","Jane Austen,",[]
the last enemy that shall be destroyed is death.,"J.K. Rowling,",[]
"to err is human, to forgive, divine.","Alexander Pope,",[]
"i'd rather be hated for who i am, than loved for who i am not.",Kurt Cobain,[]
"i am too intelligent, too demanding, and too resourceful for anyone to be able to take charge of me entirely. no one knows me or loves me completely. i have only myself",Simone de Beauvoir,[]
no one ever told me that grief felt so like fear.,"C.S. Lewis,",[]
whenever you feel like criticizing any one...just remember that all the people in this world haven't had the advantages that you've had.,F. Scott Fitzgerald,[]
all i have seen teaches me to trust the creator for all i have not seen.,Ralph Waldo Emerson,[]
"to be fully seen by somebody, then, and be loved anyhow - this is a human offering that can border on miraculous.","Elizabeth Gilbert,",[]
"in your light i learn how to love. in your beauty, how to make poems. you dance inside my chest where no-one sees you, but sometimes i do, and that sight becomes this art.",Rumi,[]
"the man who passes the sentence should swing the sword. if you would take a man's life, you owe it to him to look into his eyes and hear his final words. and if you cannot bear to do that, then perhaps the man does not deserve to die.","George R.R. Martin,",[]
"i don't know who invented high heels, but all women owe him a lot!",Marilyn Monroe,[]
let the improvement of yourself keep you so busy that you have no time to criticize others.,"Roy T. Bennett,",[]
"sometimes i wonder if there's something wrong with me. perhaps i've spent too long in the company of my literary romantic heroes, and consequently my ideals and expectations are far too high.","E.L. James,",[]
"if the real world were a book, it would never find a publisher. overlong, detailed to the point of distraction-and ultimately, without a major resolution.","Jasper Fforde,",[]
second star to the right and straight on 'til morning.,"J.M. Barrie,",[]
"you're the first shadowhunter i've ever met."" â€œthatâ€™s too bad,â€� said jace, â€œsince all the others you meet from now on will be a terrible letdown.","Cassandra Clare,",[]
when will you learn that there isn't a word for everything?,"Nicole Krauss,",[]
"alec looked at her and shook his head. ""how do you manage never to get mud on your clothes?""isabelle shrugged philosophically. ""i'm pure at heart. it repels the dirt.","Cassandra Clare,",[]
evil is always possible. and goodness is eternally difficult.,"Anne Rice,",[]
"when you have lost hope, you have lost everything. and when you think all is lost, when all is dire and bleak, there is always hope.","Pittacus Lore,",[]
"what a blessing it is to love books as i love them;- to be able to converse with the dead, and to live amidst the unreal!","Thomas Babington Macaulay,",[]
"why are you worrying about you-know-who, when you should be worrying about you-no-poo? the constipation sensation that's gripping the nation!","J.K. Rowling,",[]
blessed are the hearts that can bend; they shall never be broken.,Albert Camus,[]
man only likes to count his troubles; he doesn't calculate his happiness.,"Fyodor Dostoevsky,",[]
i'm killing time while i wait for life to shower me with meaning and happiness.,Bill Watterson,[]
the best way to cheer yourself is to try to cheer someone else up.,Mark Twain,[]
"i was dead until you found me, though i breathed. i was sightless, though i could see. and then you came...and i was awakened.","J.R. Ward,",[]
"youâ€™re dangerous,â€� he says.â€œwhy?â€�â€œbecause you make me believe in the impossible","Simone Elkeles,",[]
educating the mind without educating the heart is no education at all.,Aristotle,[]
the price good men pay for indifference to public affairs is to be ruled by evil men.,Plato,[]
"once you have read a book you care about, some part of it is always with you.","Louis L'Amour,",[]
"ignore those that make you fearful and sad, that degrade you back towards disease and death.",Rumi Jalalud-Din,[]
"and then something invisible snapped insider her, and that which had come together commenced to fall apart.","John Green,",[]
the two hardest tests on the spiritual road are the patience to wait for the right moment and the courage not to be disappointed with what we encounter.,"Paulo Coelho,",[]
"those who can make you believe absurdities, can make you commit atrocities.",Voltaire,[]
i write to give myself strength. i write to be the characters that i am not. i write to explore all the things i'm afraid of.,Joss Whedon,[]
books serve to show a man that those original thoughts of his aren't very new after all.,Abraham Lincoln,[]
"you might want to lie down,"" magnus advised. ""i find that it helps when the crushing sense of horrible realization sets in.","Cassandra Clare,",[]
"the world was collapsing, and the only thing that really mattered to me was that she was alive.","Rick Riordan,",[]
"parents can only give good advice or put them on the right paths, but the final forming of a person's character lies in their own hands.",Anne Frank,[]
"um...is that thing tame?"" frank said.the horse whinnied angrily.""i don't think so,"" percy guessed. ""he just said, 'i will trample you to death, silly chinese canadian baby man'.","Rick Riordan,",[]
"this is how you do it: you sit down at the keyboard and you put one word after another until its done. it's that easy, and that hard.",Neil Gaiman,[]
"they're certainly entitled to think that, and they're entitled to full respect for their opinions... but before i can live with other folks i've got to live with myself. the one thing that doesn't abide by majority rule is a person's conscience.","Harper Lee,",[]
"you should write because you love the shape of stories and sentences and the creation of different words on a page. writing comes from reading, and reading is the finest teacher of how to write.",Annie Proulx,[]
"people tend to complicate their own lives, as if living weren't already complicated enough.","Carlos Ruiz ZafÃ³n,",[]
maybe our girlfriends are our soulmates and guys are just people to have fun with.,"Candace Bushnell,",[]
the earth has its music for those who will listen,"Reginald Vincent Holmes,",[]
"when one is in love, one always begins by deceiving one's self, and one always ends by deceiving others. that is what the world calls a romance.","Oscar Wilde,",[]
a man who dares to waste one hour of time has not discovered the value of life.,"Charles Darwin,",[]
we do not need magic to transform our world. we carry all of the power we need inside ourselves already.,"J.K. Rowling,",[]
"i wonder how many people don't get the one they want, but end up with the one they're supposed to be with.","Fannie Flagg,",[]
"when we are young, the words are scattered all around us. as they are assembled by experience, so also are we, sentence by sentence, until the story takes shape.","Louise Erdrich,",[]
all happiness depends on courage and work.,HonorÃ© de Balzac,[]
"be thankful for what you have; you'll end up having more. if you concentrate on what you don't have, you will never, ever have enough.",Oprah Winfrey,[]
the supreme art of war is to subdue the enemy without fighting.,"Sun Tzu,",[]
holding anger is a poison...it eats you from inside...we think that by hating someone we hurt them...but hatred is a curved blade...and the harm we do to others...we also do to ourselves.,"Mitch Albom,",[]
i have nothing to declare except my genius.,Oscar Wilde,[]
the earth laughs in flowers.,Ralph Waldo Emerson,[]
"when someone is in your heart, they're never truly gone. they can come back to you, even at unlikely times.","Mitch Albom,",[]
"even after all this timethe sun never says to the earth,""you owe me.""lookwhat happenswith a love like that,it lights the whole sky.",Hafiz,[]
"but i didn't understand then. that i could hurt somebody so badly she would never recover. that a person can, just by living, damage another human being beyond repair.",Haruki Murakami,[]
you only live twice:once when you are bornand once when you look death in the face,"Ian Fleming,",[]
"i don't go out with strangers,"" i said.""good thing i do. i'll pick you up at five.","Becca Fitzpatrick,",[]
"we are each our own devil, and we make this world our hell.",Oscar Wilde,[]
"reality doesn't impress me. i only believe in intoxication, in ecstasy, and when ordinary life shackles me, i escape, one way or another. no more walls.","AnaÃ¯s Nin,",[]
wanting to be someone else is a waste of the person you are.,Marilyn Monroe,[]
"i know it's wrong - god, it's all kinds of wrong - but i just want to lie down with you and wake up with you, just once, just once ever in my life.","Cassandra Clare,",[]
the future depends on what you do today.,Mahatma Gandhi,[]
trees that are slow to grow bear the best fruit.,Moliere,[]
"only people who are capable of loving strongly can also suffer great sorrow, but this same necessity of loving serves to counteract their grief and heals them.",Leo Tolstoy,[]
if death meant just leaving the stage long enough to change costume and come back as a new character...would you slow down? or speed up?,"Chuck Palahniuk,",[]
the only truth is music.,Jack Kerouac,[]
"laughter is wine for the soul - laughter soft, or loud and deep, tinged through with seriousness - the hilarious declaration made by man that life is worth living.",Sean O'Casey,[]
if you never did you should. these things are fun and fun is good.,Dr. Seuss,[]
intelligence plus character-that is the goal of true education.,Martin Luther King Jr.,[]
"the mark of the immature man is that he wants to die nobly for a cause, while the mark of the mature man is that he wants to live humbly for one.","J.D. Salinger,",[]
only a generation of readers will spawn a generation of writers.,Steven Spielberg,[]
"i can't eat and i can't sleep. i'm not doing well in terms of being a functional human, you know?","Ned Vizzini,",[]
you care so much you feel as though you will bleed to death with the pain of it.,"J.K. Rowling,",[]
do not spoil what you have by desiring what you have not; remember that what you now have was once among the things you only hoped for.,Epicurus,[]
books are no more threatened by kindle than stairs by elevators.,Stephen Fry,[]
there is more than one way to burn a book. and the world is full of people running about with lit matches.,Ray Bradbury,[]
"the question is not what you look at, but what you see.",Henry David Thoreau,[]
"i was always hungry for love. just once, i wanted to know what it was like to get my fill of it -- to be fed so much love i couldn't take any more. just once.","Haruki Murakami,",[]
"...you know that a good, long session of weeping can often make you feel better, even if your circumstances have not changed one bit.","Lemony Snicket,",[]
don't cry over someone who wouldn't cry over you.,Lauren Conrad,[]
you can only be young once. but you can always be immature.,Pat  Monahan,[]
"the things you used to own, now they own you.","Chuck Palahniuk,",[]
"if, then, i were asked for the most important advice i could give, that which i considered to be the most useful to the men of our century, i should simply say: in the name of god, stop a moment, cease your work, look around you.","Leo Tolstoy,",[]
"you deal with mythological stuff for a few years, you learn that paradises are usually places where you get killed.","Rick Riordan,",[]
"if someone were to harm my family or a friend or somebody i love, i would eat them. i might end up in jail for 500 years, but i would eat them.",Johnny Depp,[]
"if you want to get laid, go to college. if you want an education, go to the library.",Frank Zappa,[]
hope is a waking dream.,Aristotle,[]
the good thing about science is that it's true whether or not you believe in it.,Neil deGrasse Tyson,[]
"he died not for men, but for each man. if each man had been the only man made, he would have done no less.",C.S. Lewis,[]
"i got schooled this yearbyaboy.a boy that i'm seriously, deeply, madly, incredibly, and undeniably in","Colleen Hoover,",[]
"iâ€™ve been fighting to be who i am all my life. whatâ€™s the point of being who i am, if i canâ€™t have the person who was worth all the fighting for?","Stephanie Lennox,",[]
"absence diminishes small loves and increases great ones, as the wind blows out the candle and fans the bonfire.","Francois Duc de la Rochefoucauld,",[]
those who cannot change their minds cannot change anything.,George Bernard Shaw,[]
"literature is a textually transmitted disease, normally contracted in childhood.","Jane Yolen,",[]
a well-composed book is a magic carpet on which we are wafted to a world that we cannot enter in any other way.,Caroline Gordon,[]
"we need not to be let alone. we need to be really bothered once in a while. how long is it since you were really bothered? about something important, about something real?","Ray Bradbury,",[]
"anybody can sympathise with the sufferings of a friend, but it requires a very fine nature to sympathise with a friend's success.",Oscar Wilde,[]
"if books could have more, give more, be more, show more, they would still need readers who bring to them sound and smell and light and all the rest that canâ€™t be in books.	the book needs you.","Gary Paulsen,",[]
"if no one cares for you at all, do you even really exist?","Cassandra Clare,",[]
"there are two types of people in the world: those who prefer to be sad among others, and those who prefer to be sad alone.","Nicole Krauss,",[]
"i imagine one of the reasons people cling to their hates so stubbornly is because they sense, once hate is gone, they will be forced to deal with pain.","James Baldwin,",[]
"heard melodies are sweet, but those unheard, are sweeter","John Keats,",[]
sometimes love means letting go when you want to hold on tighter.,"Melissa Marr,",[]
a man's face is his autobiography. a woman's face is her work of fiction.,Oscar Wilde,[]
"always be a poet, even in prose.",Charles Baudelaire,[]
incredible change happens in your life when you decide to take control of what you do have power over instead of craving control over what you don't.,"Steve Maraboli,",[]
"i know how devastated you must be to miss me, but leave a message, and i'll try to ease your agony","Richelle Mead,",[]
"did you really want to die?""""no one commits suicide because they want to die.""""then why do they do it?""""because they want to stop the pain.","Tiffanie DeBartolo,",[]
the past is never where you think you left it.,Katherine Anne Porter,[]
the homemaker has the ultimate career. all other careers exist for one purpose only - and that is to support the ultimate career.,C.S. Lewis,[]
i want to be in a relationship where you telling me you love me is just a ceremonious validation of what you already show me.,"Steve Maraboli,",[]
there are moments when troubles enter our lives and we can do nothing to avoid them.but they are there for a reason. only when we have overcome them will we understand why they were there.,"Paulo Coelho,",[]
"you could say sorry,"" suggested harry bluntly. ""what, and get attacked by another flock of canaries?"" muttered ron.""what did you have to imitate her for?""""she laughed at my mustache!""""so did i, it was the stupidest thing i've ever seen.","J.K. Rowling,",[]
"we dream to give ourselves hope. to stop dreaming - well, thatâ€™s like saying you can never change your fate.","Amy Tan,",[]
"nothing travels faster than the speed of light, with the possible exception of bad news, which obeys its own special laws.","Douglas Adams,",[]
"in one aspect, yes, i believe in ghosts, but we create them. we haunt ourselves.","Laurie Halse Anderson,",[]
fashion is a form of ugliness so intolerable that we have to alter it every six months.,Oscar Wilde,[]
great minds discuss ideas. average minds discuss events. small minds discuss people.,Henry Thomas Buckle,[]
"i don't mind making jokes, but i don't want to look like one.",Marilyn Monroe,[]
"nothing in life is to be feared, it is only to be understood. now is the time to understand more, so that we may fear less.",Marie Curie,[]
a small but noteworthy note. i've seen so many young men over the years who think they're running at other young men. they are not. they are running at me.,"Markus Zusak,",[]
i'm happy. which often looks like crazy.,"David Henry Hwang,",[]
"i guess that's what saying good-bye is always like--like jumping off an edge. the worst part is making the choice to do it. once you're in the air, there's nothing you can do but let go.","Lauren Oliver,",[]
most men would rather deny a hard truth than face it.,"George R.R. Martin,",[]
men go to far greater lengths to avoid what they fear than to obtain what they desire.,"Dan Brown,",[]
life is either a daring adventure or nothing at all.,"Helen Keller,",[]
he felt that his whole life was some kind of dream and he sometimes wondered whose it was and whether they were enjoying it.,"Douglas Adams,",[]
"there is a pleasure in the pathless woods,there is a rapture on the lonely shore,there is society, where none intrudes,by the deep sea, and music in its roar:i love not man the less, but nature more",Lord Byron,[]
"well, she's not responding to my advances,"" he observed more brightly than he felt, ""so she must be dead."" ""or she's a woman of good taste and sense.","Cassandra Clare,",[]
iâ€™m not in this world to live up to your expectations and youâ€™re not in this world to live up to mine.,Bruce Lee,[]
freedom lies in being bold.,Robert Frost,[]
a paranoid is someone who knows a little of what's going on.,William S. Burroughs,[]
"the impossible could not have happened, therefore the impossible must be possible in spite of appearances.","Agatha Christie,",[]
"the best way to not feel hopeless is to get up and do something. donâ€™t wait for good things to happen to you. if you go out and make some good things happen, you will fill the world with hope, you will fill yourself with hope.",Barack Obama,[]
the surest way to corrupt a youth is to instruct him to hold in higher esteem those who think alike than those who think differently.,Friedrich Nietzsche,[]
"if you have the words, there's always a chance that you'll find the way.","Seamus Heaney,",[]
"many people will walk in and out of your life, but only true friends will leave footprints in your heart",Eleanor Roosevelt,[]
"have you tried talking to her?"" ""no. we've been punching her in the face repeatedly. what? you don't think that will work?","Cassandra Clare,",[]
"with enough courage, you can do without a reputation.",Margaret Mitchell,[]
name the greatest of all inventors. accident.,Mark Twain,[]
keep your face always toward the sunshine - and shadows will fall behind you.,Walt Whitman,[]
"watch out for intellect,because it knows so much it knows nothingand leaves you hanging upside down,mouthing knowledge as your heartfalls out of your mouth.","Anne Sexton,",[]
"all our dreams can come true, if we have the courage to pursue them.",Walt Disney,[]
"imagination is like a muscle. i found out that the more i wrote, the bigger it got.",Philip JosÃ© Farmer,[]
the advantage of a bad memory is that one enjoys several times the same good things for the first time.,Friedrich Nietzsche,[]
"your visions will become clear only when you can look into your own heart. who looks outside, dreams; who looks inside, awakes.",C.G. Jung,[]
"mental pain is less dramatic than physical pain, but it is more common and also more hard to bear. the frequent attempt to conceal mental pain increases the burden: it is easier to say â€œmy tooth is achingâ€� than to say â€œmy heart is broken.","C.S. Lewis,",[]
"alone. yes, that's the key word, the most awful word in the english tongue. murder doesn't hold a candle to it and hell is only a poor synonym.",Stephen King,[]
nothing takes the taste out of peanut butter quite like unrequited love.,Charles M. Schulz,[]
you can't wait for inspiration. you have to go after it with a club.,Jack London,[]
"when you trip over love, it is easy to get up. but when you fall in love, it is impossible to stand again.",Albert Einstein,[]
"the more clearly we can focus our attention on the wonders and realities of the universe about us, the less taste we shall have for destruction.",Rachel Carson,[]
"so light a fire!"" harry choked. ""yes...of course...but there's no wood!"" ... ""have you gone mad!"" ron bellowed. ""are you a witch or not!","J.K. Rowling,",[]
i decided it is better to scream. silence is the real crime against humanity.,"Nadezhda Mandelstam,",[]
whoever is careless with the truth in small matters cannot be trusted with important matters,Albert Einstein,[]
"will rolled up his sleeves. ""we'll probably have to knock down the door--"" ""or,"" said jem, reaching out and giving the knob a twist, ""not."" the door swung open onto a rectangle of darkness. ""now, that's simply laziness,"" said will.","Cassandra Clare,",[]
"i am both happy and sad at the same time, and i'm still trying to figure out how that could be.","Stephen Chbosky,",[]
"another belief of mine: that everyone else my age is an adult, whereas i am merely in disguise.","Margaret Atwood,",[]
autumn is a second spring when every leaf is a flower.,Albert Camus,[]
being with you never felt wrong. it's the one thing i did right. you're the one thing i did right.,"Becca Fitzpatrick,",[]
is man merely a mistake of god's? or god merely a mistake of man?,Friedrich Nietzsche,[]
"shoot for the moon. even if you miss, you'll land among the stars.",Norman Vincent Peale,[]
"for me, i am driven by two main philosophies: know more today about the world than i knew yesterday and lessen the suffering of others. you'd be surprised how far that gets you.",Neil deGrasse Tyson,[]
"i decided as long as i'm going to hell, i might as well do it thoroughly.","Stephenie Meyer,",[]
do not set aside your happiness. do not wait to be happy in the future. the best time to be happy is always now.,Roy T. Bennett,[]
